ENTITY_CD,ENTITY_NAME,YEAR,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH
491501040000,SCHODACK CENTRAL SCHOOL DISTRICT,2019,159,18,29,3
491501040002,MAPLE HILL HIGH SCHOOL,2019,74,18,10,2
491501040003,CASTLETON ELEMENTARY SCHOOL,2019,85,18,19,4
491700010000,TROY CITY SCHOOL DISTRICT,2019,2959,74,102,3
491700010002,PS 2,2019,271,95,2,1
491700010014,PS 14,2019,432,82,9,2
491700010016,PS 16,2019,200,63,5,2
491700010018,PS 18,2019,155,47,17,5
491700010019,TROY HIGH SCHOOL,2019,847,68,49,4
491700010020,CARROLL HILL SCHOOL,2019,313,83,8,2
491700010021,TROY MIDDLE SCHOOL,2019,741,82,12,1
491700860931,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL,2019,487,77,55,9
500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,2019,1075,14,155,2
500101060001,LITTLE TOR ELEMENTARY SCHOOL,2019,19,7,6,2
500101060002,BARDONIA ELEMENTARY SCHOOL,2019,57,14,13,3
500101060006,LAUREL PLAINS ELEMENTARY SCHOOL,2019,34,10,10,3
500101060007,LINK ELEMENTARY SCHOOL,2019,37,10,2,1
500101060008,NEW CITY ELEMENTARY SCHOOL,2019,44,11,5,1
500101060010,WEST NYACK ELEMENTARY SCHOOL,2019,61,18,3,1
500101060011,CLARKSTOWN NORTH SENIOR HIGH SCHOOL,2019,207,16,26,2
500101060014,LAKEWOOD ELEMENTARY SCHOOL,2019,83,19,19,4
500101060015,WOODGLEN ELEMENTARY SCHOOL,2019,85,20,6,1
500101060016,STRAWTOWN ELEMENTARY SCHOOL,2019,24,8,3,1
500101060019,CLARKSTOWN SOUTH SENIOR HIGH SCHOOL,2019,157,11,18,1
500101060020,BIRCHWOOD SCHOOL,2019,25,30,3,4
500101060022,FELIX FESTA DETERMINATION MIDDLE SCHOOL,2019,80,12,13,2
500101060023,FELIX FESTA CHARACTER MIDDLE SCHOOL,2019,83,14,15,2
500101060024,FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL,2019,79,13,13,2
500108030000,NANUET UNION FREE SCHOOL DISTRICT,2019,441,20,65,3
500108030001,HIGHVIEW ELEMENTARY SCHOOL,2019,71,23,11,3
500108030002,GEORGE W MILLER ELEMENTARY SCHOOL,2019,94,22,15,4
500108030003,A MACARTHUR BARR MIDDLE SCHOOL,2019,72,20,11,3
500108030004,NANUET SENIOR HIGH SCHOOL,2019,127,17,14,2
500108030005,A MACARTHUR BARR MS 5-6 ACADEMY,2019,77,21,14,4
500201060000,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),2019,4180,53,506,6
500201060001,WILLOW GROVE ELEMENTARY SCHOOL,2019,303,47,37,6
500201060004,STONY POINT ELEMENTARY SCHOOL,2019,312,50,28,4
500201060008,JAMES A FARLEY ELEMENTARY SCHOOL,2019,273,46,29,5
500201060009,NORTH ROCKLAND HIGH SCHOOL,2019,1293,50,178,7
500201060010,HAVERSTRAW ELEMENTARY SCHOOL,2019,414,66,49,8
500201060011,THIELLS ELEMENTARY SCHOOL,2019,423,54,35,4
500201060012,WEST HAVERSTRAW ELEMENTARY SCHOOL,2019,509,66,59,8
500201060013,FIELDSTONE MIDDLE SCHOOL,2019,653,51,91,7
500301060000,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,2019,358,12,73,2
500301060006,WILLIAM O SCHAEFER ELEMENTARY SCHOOL,2019,60,10,15,3
500301060007,TAPPAN ZEE HIGH SCHOOL,2019,138,13,28,3
500301060008,SOUTH ORANGETOWN MIDDLE SCHOOL,2019,87,12,17,2
500301060009,COTTAGE LANE ELEMENTARY SCHOOL,2019,73,12,13,2
500304030000,NYACK UNION FREE SCHOOL DISTRICT,2019,924,31,92,3
500304030002,LIBERTY ELEMENTARY SCHOOL,2019,193,42,16,3
500304030004,UPPER NYACK SCHOOL,2019,93,21,16,4
500304030005,VALLEY COTTAGE SCHOOL,2019,150,34,14,3
500304030006,NYACK SENIOR HIGH SCHOOL,2019,290,30,24,2
500304030007,NYACK MIDDLE SCHOOL,2019,198,31,22,3
500308030000,PEARL RIVER UNION FREE SCHOOL DISTRICT,2019,295,12,17,1
500308030003,EVANS PARK SCHOOL,2019,36,11,0,0
500308030008,PEARL RIVER HIGH SCHOOL,2019,117,12,9,1
500308030009,PEARL RIVER MIDDLE SCHOOL,2019,73,13,2,0
500308030010,FRANKLIN AVENUE SCHOOL,2019,48,17,3,1
500308030011,LINCOLN AVENUE SCHOOL,2019,21,10,3,1
500401060000,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),2019,1120,28,135,3
500401060001,CHERRY LANE ELEMENTARY SCHOOL,2019,89,35,6,2
500401060002,RICHARD P CONNOR ELEMENTARY SCHOOL,2019,176,40,12,3
500401060004,SLOATSBURG ELEMENTARY SCHOOL,2019,51,27,13,7
500401060009,SUFFERN SENIOR HIGH SCHOOL,2019,342,23,41,3
500401060010,MONTEBELLO ROAD SCHOOL,2019,139,36,15,4
500401060011,SUFFERN MIDDLE SCHOOL,2019,265,26,38,4
500401060012,VIOLA ELEMENTARY SCHOOL,2019,58,19,10,3
500402060000,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),2019,6976,79,457,5
500402060001,FLEETWOOD ELEMENTARY SCHOOL,2019,423,77,26,5
500402060002,GRANDVIEW ELEMENTARY SCHOOL,2019,400,79,30,6
500402060003,HEMPSTEAD ELEMENTARY SCHOOL,2019,379,79,23,5
500402060004,KAKIAT ELEMENTARY SCHOOL,2019,565,82,31,4
500402060005,MARGETTS ELEMENTARY SCHOOL,2019,422,78,32,6
500402060006,EAST RAMAPO EARLY CHILDHOOD CENTER AT KAKIAT,2019,253,68,17,5
500402060010,SUMMIT PARK ELEMENTARY SCHOOL,2019,428,76,24,4
500402060013,CHESTNUT RIDGE MIDDLE SCHOOL,2019,468,84,31,6
500402060014,SPRING VALLEY HIGH SCHOOL,2019,951,77,84,7
500402060015,POMONA MIDDLE SCHOOL,2019,416,86,15,3
500402060016,ELMWOOD ELEMENTARY SCHOOL,2019,451,86,27,5
500402060018,RAMAPO HIGH SCHOOL,2019,1020,73,79,6
500402060019,LIME KILN ELEMENTARY SCHOOL,2019,388,86,21,5
500402060023,ELDORADO ELEMENTARY SCHOOL,2019,412,85,17,4
510101040000,BRASHER FALLS CENTRAL SCHOOL DISTRICT,2019,498,50,60,6
510101040001,ST LAWRENCE MIDDLE SCHOOL,2019,164,51,18,6
510101040002,SAINT LAWRENCE ELEMENTARY SCHOOL,2019,201,55,17,5
510101040003,SAINT LAWRENCE HIGH SCHOOL,2019,133,44,25,8
510201060000,CANTON CENTRAL SCHOOL DISTRICT,2019,522,42,48,4
510201060001,F S BANFORD ELEMENTARY SCHOOL,2019,209,45,17,4
510201060003,H C WILLIAMS SENIOR HIGH SCHOOL,2019,141,35,13,3
510201060004,J M MCKENNEY MIDDLE SCHOOL,2019,172,46,18,5
510401040000,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,2019,180,63,15,5
510401040001,CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL,2019,86,66,5,4
510401040002,CLIFTON-FINE ELEMENTARY SCHOOL,2019,94,61,10,7
510501040000,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,2019,114,34,12,4
510501040001,COLTON-PIERREPONT CENTRAL SCHOOL,2019,114,34,12,4
511101060000,GOUVERNEUR CENTRAL SCHOOL DISTRICT,2019,863,58,78,5
511101060005,GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,2019,221,50,24,5
511101060006,EAST SIDE ELEMENTARY SCHOOL,2019,366,63,30,5
511101060008,GOUVERNEUR MIDDLE SCHOOL,2019,276,61,24,5
511201040000,HAMMOND CENTRAL SCHOOL DISTRICT,2019,121,48,10,4
511201040001,HAMMOND CENTRAL SCHOOL,2019,121,48,10,4
511301040000,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,2019,193,51,46,12
511301040002,HERMON-DEKALB CENTRAL SCHOOL,2019,193,51,46,12
511602040000,LISBON CENTRAL SCHOOL DISTRICT,2019,200,35,37,7
511602040002,LISBON CENTRAL SCHOOL,2019,200,35,37,7
511901040000,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,2019,247,37,40,6
511901040001,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,2019,124,34,21,6
511901040004,MADRID-WADDINGTON ELEMENTARY SCHOOL,2019,123,42,19,6
512001060000,MASSENA CENTRAL SCHOOL DISTRICT,2019,1370,56,108,4
512001060001,JEFFERSON ELEMENTARY SCHOOL,2019,282,67,12,3
512001060004,MADISON ELEMENTARY SCHOOL,2019,269,65,13,3
512001060005,NIGHTENGALE ELEMENTARY SCHOOL,2019,198,49,17,4
512001060008,MASSENA SENIOR HIGH SCHOOL,2019,415,51,45,6
512001060009,J WILLIAM LEARY JUNIOR HIGH SCHOOL,2019,206,50,21,5
512101040000,MORRISTOWN CENTRAL SCHOOL DISTRICT,2019,171,55,19,6
512101040001,MORRISTOWN CENTRAL SCHOOL,2019,171,55,19,6
512201040000,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,2019,490,52,57,6
512201040001,NORWOOD-NORFOLK SCHOOL,2019,128,47,10,4
512201040002,NORWOOD-NORFOLK ELEMENTARY SCHOOL,2019,199,55,22,6
512201040003,NORWOOD-NORFOLK MIDDLE SCHOOL,2019,163,52,25,8
512300010000,OGDENSBURG CITY SCHOOL DISTRICT,2019,809,53,81,5
512300010002,JOHN F KENNEDY SCHOOL,2019,317,56,16,3
512300010004,MADILL SCHOOL,2019,160,61,17,6
512300010009,OGDENSBURG FREE ACADEMY,2019,332,47,48,7
512404040000,HEUVELTON CENTRAL SCHOOL DISTRICT,2019,229,43,34,6
512404040001,HEUVELTON CENTRAL SCHOOL,2019,229,43,34,6
512501040000,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,2019,142,36,20,5
512501040002,PARISHVILLE-HOPKINTON ELEMENTARY SCHOOL,2019,74,40,14,8
512501040004,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,2019,68,33,6,3
512902060000,POTSDAM CENTRAL SCHOOL DISTRICT,2019,441,35,28,2
512902060002,LAWRENCE AVENUE ELEMENTARY SCHOOL,2019,185,40,11,2
512902060003,POTSDAM SENIOR HIGH SCHOOL,2019,111,28,9,2
512902060004,A A KINGSTON MIDDLE SCHOOL,2019,145,37,8,2
513102040000,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,2019,236,48,14,3
513102040001,EDWARDS-KNOX ELEMENTARY SCHOOL,2019,123,49,5,2
513102040002,EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL,2019,113,47,9,4
520101060000,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,2019,433,14,77,3
520101060001,FRANCIS L STEVENS ELEMENTARY SCHOOL,2019,75,17,9,2
520101060002,CHARLTON HEIGHTS ELEMENTARY SCHOOL,2019,43,10,8,2
520101060004,PASHLEY ELEMENTARY SCHOOL,2019,73,16,9,2
520101060005,RICHARD H O'ROURKE MIDDLE SCHOOL,2019,94,14,23,3
520101060006,BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,2019,148,14,28,3
520302060000,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,2019,1497,15,174,2
520302060001,SHENENDEHOWA HIGH SCHOOL,2019,511,16,59,2
520302060002,SKANO ELEMENTARY SCHOOL,2019,66,12,4,1
520302060003,ARONGEN ELEMENTARY SCHOOL,2019,136,21,15,2
520302060004,OKTE ELEMENTARY SCHOOL,2019,89,17,8,2
520302060005,TESAGO ELEMENTARY SCHOOL,2019,33,9,2,1
520302060006,ORENDA ELEMENTARY SCHOOL,2019,79,14,13,2
520302060007,KARIGON ELEMENTARY SCHOOL,2019,35,8,2,0
520302060008,KODA MIDDLE SCHOOL,2019,163,21,11,1
520302060009,GOWANA MIDDLE SCHOOL,2019,97,14,16,2
520302060010,CHANGO ELEMENTARY SCHOOL,2019,54,9,11,2
520302060011,ACADIA MIDDLE SCHOOL,2019,132,17,13,2
520302060013,SHATEKON ELEMENTARY SCHOOL,2019,102,20,20,4
520401040000,CORINTH CENTRAL SCHOOL DISTRICT,2019,492,42,89,8
520401040007,CORINTH HIGH SCHOOL,2019,138,39,29,8
520401040008,CORINTH MIDDLE SCHOOL,2019,97,36,26,10
520401040009,CORINTH ELEMENTARY SCHOOL,2019,257,48,34,6
520601080000,EDINBURG COMMON SCHOOL DISTRICT,2019,25,43,3,5
520601080001,EDINBURG COMMON SCHOOL,2019,25,43,3,5
520701040000,GALWAY CENTRAL SCHOOL DISTRICT,2019,218,28,39,5
520701040001,JOSEPH HENRY ELEMENTARY SCHOOL,2019,130,31,20,5
520701040002,GALWAY JUNIOR/SENIOR HIGH SCHOOL,2019,88,24,19,5
521200050000,MECHANICVILLE CITY SCHOOL DISTRICT,2019,464,35,40,3
521200050001,MECHANICVILLE ELEMENTARY SCHOOL,2019,210,34,23,4
521200050003,MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL,2019,254,36,17,2
521301060000,BALLSTON SPA CENTRAL SCHOOL DISTRICT,2019,1200,29,126,3
521301060001,BALLSTON SPA SENIOR HIGH SCHOOL,2019,358,28,41,3
521301060002,MALTA AVENUE ELEMENTARY SCHOOL,2019,64,19,4,1
521301060003,GORDON CREEK ELEMENTARY SCHOOL,2019,123,25,13,3
521301060005,BALLSTON SPA MIDDLE SCHOOL,2019,314,32,33,3
521301060006,WOOD ROAD ELEMENTARY SCHOOL,2019,204,37,22,4
521301060008,MILTON TERRACE NORTH ELEMENTARY SCHOOL,2019,137,31,13,3
521401040000,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,2019,946,31,96,3
521401040002,OLIVER W WINCH MIDDLE SCHOOL,2019,213,31,19,3
521401040003,HARRISON AVENUE ELEMENTARY SCHOOL,2019,141,47,18,6
521401040007,SOUTH GLENS FALLS SENIOR HIGH SCHOOL,2019,270,29,29,3
521401040008,MOREAU ELEMENTARY SCHOOL,2019,84,33,5,2
521401040009,BALLARD ELEMENTARY SCHOOL,2019,92,24,14,4
521401040010,TANGLEWOOD ELEMENTARY SCHOOL,2019,146,31,11,2
521701040000,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,2019,388,25,45,3
521701040002,SCHUYLERVILLE HIGH SCHOOL,2019,118,23,14,3
521701040003,SCHUYLERVILLE ELEMENTARY SCHOOL,2019,170,26,16,2
521701040005,SCHUYLERVILLE MIDDLE SCHOOL,2019,100,27,15,4
521800010000,SARATOGA SPRINGS CITY SCHOOL DISTRICT,2019,1082,17,84,1
521800010006,DOROTHY NOLAN ELEMENTARY SCHOOL,2019,117,15,14,2
521800010007,GREENFIELD ELEMENTARY SCHOOL,2019,97,25,5,1
521800010008,CAROLINE STREET ELEMENTARY SCHOOL,2019,72,18,8,2
521800010009,DIVISION STREET ELEMENTARY SCHOOL,2019,72,16,8,2
521800010010,SARATOGA SPRINGS HIGH SCHOOL,2019,320,15,23,1
521800010012,LAKE AVENUE ELEMENTARY SCHOOL,2019,27,7,3,1
521800010014,GEYSER ROAD ELEMENTARY SCHOOL,2019,98,24,1,0
521800010015,MAPLE AVENUE MIDDLE SCHOOL,2019,279,19,22,2
522001040000,STILLWATER CENTRAL SCHOOL DISTRICT,2019,275,27,23,2
522001040002,STILLWATER ELEMENTARY SCHOOL,2019,118,28,13,3
522001040003,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,2019,157,26,10,2
522101030000,WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,2019,277,37,28,4
522101030004,WATERFORD-HALFMOON JUNIOR-SENIOR HIGH SCHOOL,2019,118,35,12,4
522101030005,WATERFORD-HALFMOON ELEMENTARY SCHOOL,2019,159,38,16,4
530101040000,DUANESBURG CENTRAL SCHOOL DISTRICT,2019,151,23,22,3
530101040001,DUANESBURG HIGH SCHOOL,2019,75,21,13,4
530101040002,DUANESBURG ELEMENTARY SCHOOL,2019,76,24,9,3
530202060000,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,2019,623,26,104,4
530202060001,GLEN-WORDEN ELEMENTARY SCHOOL,2019,53,22,7,3
530202060002,GLENDAAL SCHOOL,2019,23,11,4,2
530202060003,LINCOLN SCHOOL,2019,85,36,15,6
530202060005,SACANDAGA SCHOOL,2019,95,29,18,5
530202060006,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,2019,213,26,37,5
530202060007,SCOTIA-GLENVILLE MIDDLE SCHOOL,2019,154,26,23,4
530301060000,NISKAYUNA CENTRAL SCHOOL DISTRICT,2019,490,12,65,2
530301060001,BIRCHWOOD ELEMENTARY SCHOOL,2019,32,9,2,1
530301060002,CRAIG ELEMENTARY SCHOOL,2019,54,14,4,1
530301060003,GLENCLIFF SCHOOL,2019,41,12,16,5
530301060004,HILLSIDE SCHOOL,2019,42,11,7,2
530301060005,ROSENDALE SCHOOL,2019,38,10,4,1
530301060006,VAN ANTWERP MIDDLE SCHOOL,2019,44,10,10,2
530301060007,NISKAYUNA HIGH SCHOOL,2019,173,12,15,1
530301060008,IROQUOIS MIDDLE SCHOOL,2019,66,12,7,1
530501060000,SCHALMONT CENTRAL SCHOOL DISTRICT,2019,429,24,59,3
530501060003,JEFFERSON ELEMENTARY SCHOOL,2019,146,23,19,3
530501060004,SCHALMONT MIDDLE SCHOOL,2019,139,26,25,5
530501060006,SCHALMONT HIGH SCHOOL,2019,144,23,15,2
530515060000,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,2019,988,35,154,6
530515060001,HERMAN L BRADT ELEMENTARY SCHOOL,2019,238,38,24,4
530515060003,DRAPER MIDDLE SCHOOL,2019,235,35,44,7
530515060004,MOHONASEN SENIOR HIGH SCHOOL,2019,281,32,56,6
530515060005,PINEWOOD ELEMENTARY SCHOOL,2019,234,37,30,5
530600010000,SCHENECTADY CITY SCHOOL DISTRICT,2019,6632,72,15,0
530600010008,MARTIN LUTHER KING SCHOOL,2019,413,85,0,0
530600010009,HAMILTON ELEMENTARY SCHOOL,2019,363,82,0,0
530600010010,HOWE EARLY CHILDHOOD EDUCATIONAL CENTER,2019,238,60,0,0
530600010011,LINCOLN SCHOOL,2019,279,84,0,0
530600010013,PAIGE SCHOOL,2019,300,63,2,0
530600010014,PLEASANT VALLEY SCHOOL,2019,335,81,0,0
530600010017,YATES SCHOOL,2019,323,87,0,0
530600010018,JESSIE T ZOLLER SCHOOL,2019,277,62,0,0
530600010024,MONT PLEASANT MIDDLE SCHOOL,2019,439,60,3,0
530600010025,SCHENECTADY HIGH SCHOOL,2019,1905,70,5,0
530600010026,VAN CORLAER SCHOOL,2019,266,72,0,0
530600010029,WOODLAWN SCHOOL,2019,275,71,0,0
530600010030,WILLIAM C KEANE ELEMENTARY SCHOOL,2019,208,68,0,0
530600010034,CENTRAL PARK INTERNATIONAL MAGNET SCHOOL,2019,477,69,4,1
530600010035,ONEIDA MIDDLE SCHOOL,2019,534,76,1,0
540801040000,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,2019,147,51,18,6
540801040001,GILBOA-CONESVILLE CENTRAL SCHOOL,2019,147,51,18,6
540901040000,JEFFERSON CENTRAL SCHOOL DISTRICT,2019,26,13,10,5
540901040001,JEFFERSON CENTRAL SCHOOL,2019,26,13,10,5
541001040000,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,2019,330,49,35,5
541001040001,MIDDLEBURGH JUNIOR/SENIOR HIGH SCHOOL,2019,144,44,15,5
541001040002,MIDDLEBURGH ELEMENTARY SCHOOL,2019,186,53,20,6
541102060000,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,2019,697,42,89,5
541102060001,GEORGE D RYDER ELEMENTARY SCHOOL,2019,144,41,16,5
541102060002,COBLESKILL-RICHMONDVILLE HIGH SCHOOL,2019,205,36,24,4
541102060004,WILLIAM H GOLDING MIDDLE SCHOOL,2019,165,46,28,8
541102060005,JOSEPH B RADEZ ELEMENTARY SCHOOL,2019,183,49,21,6
541201040000,SCHOHARIE CENTRAL SCHOOL DISTRICT,2019,350,40,55,6
541201040002,SCHOHARIE ELEMENTARY SCHOOL,2019,218,45,29,6
541201040003,SCHOHARIE HIGH SCHOOL,2019,132,34,26,7
541401040000,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,2019,105,47,10,4
541401040001,SHARON SPRINGS CENTRAL SCHOOL,2019,105,47,10,4
550101040000,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,2019,327,46,29,4
550101040001,B C CATE ELEMENTARY SCHOOL,2019,90,49,4,2
550101040002,HOWARD A HANLON ELEMENTARY SCHOOL,2019,106,50,11,5
550101040003,ODESSA-MONTOUR JUNIOR/SENIOR HIGH SCHOOL,2019,131,41,14,4
550301060000,WATKINS GLEN CENTRAL SCHOOL DISTRICT,2019,449,44,46,5
550301060002,WATKINS GLEN ELEMENTARY SCHOOL,2019,251,48,19,4
550301060004,WATKINS GLEN CENTRAL HIGH SCHOOL,2019,198,40,27,5
560501040000,SOUTH SENECA CENTRAL SCHOOL DISTRICT,2019,239,37,70,11
560501040003,SOUTH SENECA ELEMENTARY SCHOOL,2019,117,42,18,6
560501040004,SOUTH SENECA MIDDLE/HIGH SCHOOL,2019,122,33,52,14
560603040000,ROMULUS CENTRAL SCHOOL DISTRICT,2019,209,50,31,7
560603040001,ROMULUS CENTRAL SCHOOL,2019,209,50,31,7
560701060000,SENECA FALLS CENTRAL SCHOOL DISTRICT,2019,528,44,39,3
560701060001,FRANK M KNIGHT ELEMENTARY SCHOOL,2019,120,46,13,5
560701060003,MYNDERSE ACADEMY,2019,141,39,6,2
560701060004,ELIZABETH CADY STANTON ELEMENTARY SCHOOL,2019,135,49,11,4
560701060005,SENECA FALLS MIDDLE SCHOOL,2019,132,45,9,3
561006060000,WATERLOO CENTRAL SCHOOL DISTRICT,2019,786,50,93,6
561006060001,WATERLOO HIGH SCHOOL,2019,221,47,35,7
561006060002,LA FAYETTE SCHOOL,2019,191,53,23,6
561006060003,WATERLOO MIDDLE SCHOOL,2019,195,52,15,4
561006060004,SKOI-YASE SCHOOL,2019,179,51,20,6
570101040000,ADDISON CENTRAL SCHOOL DISTRICT,2019,504,50,41,4
570101040001,TUSCARORA ELEMENTARY SCHOOL,2019,244,54,15,3
570101040002,ADDISON HIGH SCHOOL,2019,260,46,26,5
570101040003,VALLEY ELEMENTARY SCHOOL,2019,0,0,0,0
570201040000,AVOCA CENTRAL SCHOOL DISTRICT,2019,192,44,28,6
570201040002,AVOCA CENTRAL SCHOOL,2019,192,44,28,6
570302060000,BATH CENTRAL SCHOOL DISTRICT,2019,692,49,78,5
570302060001,VERNON E WIGHTMAN PRIMARY SCHOOL,2019,224,50,28,6
570302060003,HAVERLING SENIOR HIGH SCHOOL,2019,182,41,24,5
570302060004,DANA L LYON MIDDLE SCHOOL,2019,286,53,26,5
570401040000,BRADFORD CENTRAL SCHOOL DISTRICT,2019,121,50,27,11
570401040001,BRADFORD CENTRAL SCHOOL,2019,121,50,27,11
570603040000,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,2019,354,44,66,8
570603040001,CAMPBELL-SAVONA ELEMENTARY SCHOOL,2019,196,46,28,7
570603040002,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,2019,158,42,38,10
571000010000,CORNING CITY SCHOOL DISTRICT,2019,1604,35,238,5
571000010003,CALVIN U SMITH ELEMENTARY SCHOOL,2019,119,43,23,8
571000010005,ERWIN VALLEY ELEMENTARY SCHOOL,2019,116,24,19,4
571000010007,FREDERICK CARDER ELEMENTARY SCHOOL,2019,165,34,19,4
571000010008,HUGH W GREGG ELEMENTARY SCHOOL,2019,84,38,18,8
571000010012,WILLIAM E SEVERN ELEMENTARY SCHOOL,2019,190,46,27,7
571000010013,WINFIELD STREET ELEMENTARY SCHOOL,2019,125,54,16,7
571000010017,CORNING-PAINTED POST HIGH SCHOOL,2019,419,28,65,4
571000010019,CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER,2019,15,50,4,13
571000010020,CORNING-PAINTED POST MIDDLE SCHOOL,2019,371,37,47,5
571502060000,CANISTEO-GREENWOOD CSD,2019,469,48,55,6
571502060001,CANISTEO-GREENWOOD HIGH SCHOOL,2019,204,44,25,5
571502060002,CANISTEO-GREENWOOD ELEMENTARY/MIDDLE SCHOOL,2019,265,53,30,6
571800010000,HORNELL CITY SCHOOL DISTRICT,2019,795,52,32,2
571800010001,HORNELL INTERMEDIATE SCHOOL,2019,197,56,5,1
571800010002,BRYANT SCHOOL,2019,134,55,6,2
571800010006,HORNELL SENIOR HIGH SCHOOL,2019,333,45,14,2
571800010007,NORTH HORNELL SCHOOL,2019,131,61,7,3
571901040000,ARKPORT CENTRAL SCHOOL DISTRICT,2019,150,34,29,7
571901040004,ARKPORT CENTRAL SCHOOL,2019,150,34,29,7
572301040000,PRATTSBURGH CENTRAL SCHOOL DISTRICT,2019,139,40,25,7
572301040001,PRATTSBURGH CENTRAL SCHOOL,2019,139,40,25,7
572702040000,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,2019,199,47,29,7
572702040001,JASPER-TROUPSBURG ELEMENTARY SCHOOL,2019,110,53,11,5
572702040002,JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL,2019,89,42,18,8
572901040000,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,2019,191,45,17,4
572901040002,GLENN CURTISS MEMORIAL SCHOOL,2019,113,50,7,3
572901040004,HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL,2019,78,40,10,5
573002040000,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,2019,557,45,131,10
573002040001,WAYLAND-COHOCTON HIGH SCHOOL,2019,165,42,48,12
573002040002,WAYLAND ELEMENTARY SCHOOL,2019,127,47,24,9
573002040003,WAYLAND-COHOCTON MIDDLE SCHOOL,2019,172,44,47,12
573002040004,COHOCTON ELEMENTARY SCHOOL,2019,93,48,12,6
580101030000,BABYLON UNION FREE SCHOOL DISTRICT,2019,230,15,33,2
580101030001,BABYLON MEMORIAL GRADE SCHOOL,2019,74,15,8,2
580101030002,BABYLON JUNIOR-SENIOR HIGH SCHOOL,2019,119,16,20,3
580101030003,BABYLON ELEMENTARY SCHOOL,2019,37,11,5,2
580102030000,WEST BABYLON UNION FREE SCHOOL DISTRICT,2019,1245,33,245,7
580102030001,FOREST AVENUE SCHOOL,2019,101,37,21,8
580102030002,JOHN F KENNEDY SCHOOL,2019,85,24,6,2
580102030004,SANTAPOGUE SCHOOL,2019,82,25,16,5
580102030005,SOUTH BAY SCHOOL,2019,92,33,12,4
580102030006,TOOKER AVENUE SCHOOL,2019,110,36,21,7
580102030007,WEST BABYLON JUNIOR HIGH SCHOOL,2019,334,36,76,8
580102030008,WEST BABYLON SENIOR HIGH SCHOOL,2019,441,35,93,7
580103030000,NORTH BABYLON UNION FREE SCHOOL DISTRICT,2019,1382,30,303,7
580103030001,BELMONT ELEMENTARY SCHOOL,2019,144,31,20,4
580103030002,ROBERT MOSES MIDDLE SCHOOL,2019,348,31,96,9
580103030003,PARLIAMENT PLACE SCHOOL,2019,138,29,31,7
580103030006,WOODS ROAD ELEMENTARY SCHOOL,2019,96,25,23,6
580103030008,NORTH BABYLON HIGH SCHOOL,2019,450,31,109,7
580103030009,MARION G VEDDER ELEMENTARY SCHOOL,2019,92,28,15,4
580103030010,WILLIAM E DELUCA JR ELEMENTARY SCHOOL,2019,114,30,9,2
